-16.084954,0.000461 
-16.053538,-0.000461 
-16.022123,0.000461 
-15.990707,-0.000461 
-15.959291,0.000461 
-15.927875,-0.000461 
-15.896459,0.000461 
-15.865043,-0.000461 
-15.833627,0.000461 
-15.802211,-0.000461 
-15.770795,0.000461 
-15.739379,-0.000461 
-15.707963,0.000461 
-15.676547,-0.000461 
-15.645131,0.000461 
-15.613715,-0.000461 
-15.582300,0.000461 
-15.550884,-0.000461 
-15.519468,0.000461 
-15.488052,-0.000461 
-15.456636,0.000461 
-15.425220,-0.000461 
-15.393804,0.000461 
-15.362388,-0.000461 
-15.330972,0.000461 
-15.299556,-0.000461 
-15.268140,0.000461 
-15.236724,-0.000461 
-15.205308,0.000461 
-15.173893,-0.000461 
-15.142477,0.000461 
-15.111061,-0.000461 
-15.079645,0.000461 
-15.048229,-0.000461 
-15.016813,0.000461 
-14.985397,-0.000462 
-14.953981,0.000462 
-14.922565,-0.000462 
-14.891149,0.000462 
-14.859733,-0.000462 
-14.828317,0.000462 
-14.796901,-0.000462 
-14.765485,0.000462 
-14.734070,-0.000462 
-14.702654,0.000462 
-14.671238,-0.000462 
-14.639822,0.000462 
-14.608406,-0.000462 
-14.576990,0.000462 
-14.545574,-0.000462 
-14.514158,0.000462 
-14.482742,-0.000462 
-14.451326,0.000462 
-14.419910,-0.000463 
-14.388494,0.000463 
-14.357078,-0.000463 
-14.325663,0.000463 
-14.294247,-0.000463 
-14.262831,0.000463 
-14.231415,-0.000463 
-14.199999,0.000463 
-14.168583,-0.000463 
-14.137167,0.000463 
-14.105751,-0.000463 
-14.074335,0.000463 
-14.042919,-0.000463 
-14.011503,0.000464 
-13.980087,-0.000464 
-13.948671,0.000464 
-13.917255,-0.000464 
-13.885840,0.000464 
-13.854424,-0.000464 
-13.823008,0.000464 
-13.791592,-0.000464 
-13.760176,0.000464 
-13.728760,-0.000464 
-13.697344,0.000465 
-13.665928,-0.000465 
-13.634512,0.000465 
-13.603096,-0.000465 
-13.571680,0.000465 
-13.540264,-0.000465 
-13.508848,0.000465 
-13.477432,-0.000465 
-13.446017,0.000465 
-13.414601,-0.000466 
-13.383185,0.000466 
-13.351769,-0.000466 
-13.320353,0.000466 
-13.288937,-0.000466 
-13.257521,0.000466 
-13.226105,-0.000466 
-13.194689,0.000466 
-13.163273,-0.000467 
-13.131857,0.000467 
-13.100441,-0.000467 
-13.069025,0.000467 
-13.037610,-0.000467 
-13.006194,0.000467 
-12.974778,-0.000467 
-12.943362,0.000467 
-12.911946,-0.000468 
-12.880530,0.000468 
-12.849114,-0.000468 
-12.817698,0.000468 
-12.786282,-0.000468 
-12.754866,0.000468 
-12.723450,-0.000469 
-12.692034,0.000469 
-12.660618,-0.000469 
-12.629202,0.000469 
-12.597787,-0.000469 
-12.566371,0.000469 
-12.534955,-0.000470 
-12.503539,0.000470 
-12.472123,-0.000470 
-12.440707,0.000470 
-12.409291,-0.000470 
